X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedOnDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,CreatedOn,ModifiedOn,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,GlobalID,ModifiedOnDateTime_dt,CreatedOnDateTime_dt
-108.2497222,32.7925,199984,,DEFAULT,,,,1610480667207,,,NMSDC,,,,,,,,,,,,,2021/01/01 06:59:59,,,,,,,,,SWCC,,,,,,2021 GILA ABCD MISC,,WF,FI,,,,,{26C540CC-0F37-4406-8C43-D97229FB7912},,0,,,0,,,,1,000001,1610480714100,,,,Grant,NMSDC,35017,,,,Private,Private,,,,,,,SW08,FS,NMGNF,US-NM,,,,,,2021-NMGNF-000001,No Decision,IROC,wfdss,,,,,,{0AD4908B-7408-483E-AB1E-F3B30E7D1868},2021/01/12 19:45:14,2021/01/12 19:44:27
-118.07076,34.0627,199985,,DEFAULT,,,,1610482127123,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/12 19:33:14,,,,,,,,,OSCC,,,,,,LAC-014518,,WF,FI,34.0627,-118.07076,,,{9B445FEE-4916-43F3-A7B9-C6DFBA661AF8},,0,,,0,,,,1,014518,1610482181160,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-014518,No Decision,lacocad,wfdss,,,,,,{629F0730-6068-48CE-9656-BF072A7988E0},2021/01/12 20:09:41,2021/01/12 20:08:47
-94.233333333,29.6613888890001,199986,,DEFAULT,,,,1610483025340,,,TXTIC,,,,,,,,,,,NS38,,2021/01/09 20:19:00,,,,,,,,,SACC,,,,,,WF UNIT 1 NORTH B,,WF,FI,,,,,{49BACA0F-CA00-4A4A-9103-D0C6CC1C7544},,0,1,0,0,1,0,,1,210001,1610483068507,,,,Jefferson,TXTIC,48245,FWS,TXMCR,,USFWS,Federal,,,,,,,SA13,FWS,TXMCR,US-TX,,,,,,2021-TXMCR-210001,No Decision,firecode,wfdss,,,,,,{A7CD5906-7998-468F-BF2C-F4F66BDFE91E},2021/01/12 20:24:28,2021/01/12 20:23:45
-94.230277778,29.647777778,199987,,DEFAULT,,,,1610483131940,,,TXTIC,,,,,,,,,,,NS39,,2021/01/09 16:30:00,,,,,,,,,SACC,,,,,,WF UNIT 1 NORTH C,,WF,FI,,,,,{93DDCD99-0C4A-46ED-81F5-1F1FC51009D8},,0,1,0,0,1,0,,1,210002,1610483188167,,,,Jefferson,TXTIC,48245,FWS,TXMCR,,USFWS,Federal,,,,,,,SA13,FWS,TXMCR,US-TX,,,,,,2021-TXMCR-210002,No Decision,firecode,wfdss,,,,,,{50EBC7A8-EE45-4523-A65E-497924EBF75F},2021/01/12 20:26:28,2021/01/12 20:25:31
-94.230833333,29.654166667,199988,,DEFAULT,,,,1610483249100,,,TXTIC,,,,,,,,,,,NS4A,,2021/01/09 16:40:00,,,,,,,,,SACC,,,,,,WF UNIT 1 NORTH D,,WF,FI,,,,,{60D84047-7FF3-4307-9863-ACAE6E7C6678},,0,1,0,0,1,0,,1,210003,1610483302167,,,,Jefferson,TXTIC,48245,FWS,TXMCR,,USFWS,Federal,,,,,,,SA13,FWS,TXMCR,US-TX,,,,,,2021-TXMCR-210003,No Decision,firecode,wfdss,,,,,,{77A6EB4C-2394-45B9-A488-875392E4DD73},2021/01/12 20:28:22,2021/01/12 20:27:29
-94.1897222219999,29.6822222220001,199989,,DEFAULT,,,,1610483398927,,,TXTIC,,,,,,,,,,,NS4C,,2021/01/09 16:44:59,,,,,,,,,SACC,,,,,,WF UNIT 2 NORTH,,WF,FI,,,,,{1A1B9C18-CAC5-4A17-8ACF-EE8238BAFD86},,0,1,0,0,1,0,,1,210004,1610483510710,,,,Jefferson,TXTIC,48245,FWS,TXMCR,,USFWS,Federal,,,,,,,SA13,FWS,TXMCR,US-TX,,,,,,2021-TXMCR-210004,No Decision,firecode,wfdss,,,,,,{089AB2FC-5186-4FE3-91C8-A2C2CB031BB4},2021/01/12 20:31:50,2021/01/12 20:29:58
-120.451743,38.429572,199991,,DEFAULT,,,,1610485537077,,0.1,CATCCC,,,,,,,,Unknown,,,,,2021/01/12 16:53:14,,,,,,,,,OSCC,,,,,,WINTON/SCHAADS VMP,,RX,FI,38.429572,-120.451743,,,{BA569AED-5DB7-43B5-82EC-5F0D79889B7F},,0,0,0,0,0,0,,1,000529,1610485537077,,,,Calaveras,CATCCC,06009,,,,,,,,,,,,SC04,CDF,CATCU,US-CA,,,,,,2021-CATCU-000529,No Decision,cfcad,cfcad,,,,,,{57644CF7-F2B3-4F26-B994-EC39043A4C6C},2021/01/12 21:05:37,2021/01/12 21:05:37
-116.953433,33.470055,199996,,DEFAULT,,,,1610490827983,,0.1,CARRCC,,,,,,,,Unknown,,,,,2021/01/12 22:33:40,,,,,,,,,OSCC,,,,,,LAKE,,WF,FI,33.470055,-116.953433,,,{187D5CB4-B73E-4382-9BEC-05FA5AAA2B62},,0,,,0,,,,1,006414,1610570493460,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC11,CDF,CARRU,US-CA,,,,,,2021-CARRU-006414,No Decision,cfcad,cfcad,,,,,,{2439DF9E-AB5B-42D6-8682-F9DA38CBBBF4},2021/01/13 20:41:33,2021/01/12 22:33:47
-118.14876,34.69345,199998,,DEFAULT,,,,1610491238830,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/12 22:32:14,,,,,,,,,OSCC,,,,,,LAC-014743,,WF,FI,34.69345,-118.14876,,,{AA593DCF-5181-4B24-89C3-153738EBF76D},,0,,,0,,,,1,014743,1610491270533,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-014743,No Decision,lacocad,wfdss,,,,,,{7821F1DD-138C-42BD-9CDF-5D6BFED7A43F},2021/01/12 22:41:10,2021/01/12 22:40:38
-117.306373,33.956399,200004,,DEFAULT,,,,1610495639663,,0.1,CARRCC,,,,,,,,Unknown,,,NS48,,2021/01/12 23:47:02,,,,,,,,,OSCC,,,,,,TRAIN,,WF,FI,33.956399,-117.306373,,,{6EF9325D-DF62-4281-93BA-3E5EDD371199},,0,1,0,0,0,0,,1,006462,1610570561737,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-006462,No Decision,cfcad,firecode,,,,,,{7F0F73A6-0AF9-4234-974D-206D06943AC8},2021/01/13 20:42:41,2021/01/12 23:53:59
-118.3693,33.9616,200008,,DEFAULT,,,,1610498651657,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 00:37:24,,,,,,,,,OSCC,,,,,,LAC-014889,,WF,FI,33.9616,-118.3693,,,{EF873AFB-130B-4E9D-A15A-7D21207A9197},,0,,,0,,,,1,014889,1610498679647,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-014889,No Decision,lacocad,wfdss,,,,,,{4FE015B5-3335-4D89-8AC8-FF3ABF843E19},2021/01/13 00:44:39,2021/01/13 00:44:11
-118.5034,34.36507,200009,,DEFAULT,,,,1610500448807,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 01:07:11,,,,,,,,,OSCC,,,,,,LAC-014931,,WF,FI,34.36507,-118.5034,,,{1CD78E5B-5A01-4632-8E4C-6E44D8B6DC19},,0,,,0,,,,1,014931,1610500484923,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC09,C&L,CALAC,US-CA,,,,,,2021-CALAC-014931,No Decision,lacocad,wfdss,,,,,,{9F2E51B2-823D-46C9-BA50-DC098E3D19C3},2021/01/13 01:14:44,2021/01/13 01:14:08
-118.09047,34.06268,200010,,DEFAULT,,,,1610503448557,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 01:58:37,,,,,,,,,OSCC,,,,,,LAC-014988,,WF,FI,34.06268,-118.09047,,,{3A85E62E-2F81-42E4-9084-F1E89D9F6139},,0,,,0,,,,1,014988,1610503482003,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-014988,No Decision,lacocad,wfdss,,,,,,{021225A9-60D0-4E39-BB42-E5C5394C9B36},2021/01/13 02:04:42,2021/01/13 02:04:08
-117.056187,33.554918,200017,,DEFAULT,,,,1610510009690,,0.1,CARRCC,,,,,,,,Unknown,,,,,2021/01/13 03:53:10,,,,,,,,,OSCC,,,,,,BUCK RD  MURR,,WF,FI,33.554918,-117.056187,,,{64F8F34B-4A02-4BA9-8230-FAB76CDDEB0D},,0,,,0,,,,1,006592,1610510037093,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-006592,No Decision,cfcad,wfdss,,,,,,{415702C8-A946-46DA-8DB4-2778453391BC},2021/01/13 03:53:57,2021/01/13 03:53:29
-118.6879,34.56975,200018,,DEFAULT,,,,1610515194550,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 05:12:33,,,,,,,,,OSCC,,,,,,LAC-015182,,WF,FI,34.56975,-118.6879,,,{4B6F38AD-16B0-4607-8DD1-634621595E31},,0,,,0,,,,1,015182,1610515241613,,,,Los Angeles,CAANCC,06037,,,,Private,Private,,,,,,,SC09,C&L,CALAC,US-CA,,,,,,2021-CALAC-015182,No Decision,lacocad,wfdss,,,,,,{8B45A8CF-D8B8-4A24-8E0E-816668A11F44},2021/01/13 05:20:41,2021/01/13 05:19:54
-116.947289,34.441367,200019,,DEFAULT,,,,1610517543157,,0.1,CABDCC,,,,,,,,Unknown,,,,,2021/01/13 05:58:59,,,,,,,,,OSCC,,,,,,HWY 18   LUCERNE_VALLEY,,WF,FI,34.441367,-116.947289,,,{33C0C0D4-1F50-4006-9665-2652F744035F},,0,,,0,,,,1,000636,1610517945217,,,,San Bernardino,CASBCC,06071,,,,Private,Private,,,,,,,SC14,CDF,CABDU,US-CA,,,,,,2021-CABDU-000636,No Decision,cfcad,cfcad,,,,,,{00A1C3E7-BDBA-4BD6-A801-1A83BB5723DE},2021/01/13 06:05:45,2021/01/13 05:59:03
-118.1884,33.89114,200020,,DEFAULT,,,,1610524679743,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 07:51:34,,,,,,,,,OSCC,,,,,,LAC-015286,,WF,FI,33.89114,-118.1884,,,{B549A724-5007-4587-8736-46F2F5ED9E8C},,0,,,0,,,,1,015286,1610524726860,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-015286,No Decision,lacocad,wfdss,,,,,,{A7CCC6D8-DC0B-41FE-920C-C450C3C9C597},2021/01/13 07:58:46,2021/01/13 07:57:59
-118.36081,33.93149,200021,,DEFAULT,,,,1610530443897,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 09:27:29,,,,,,,,,OSCC,,,,,,LAC-015342,,WF,FI,33.93149,-118.36081,,,{DEE7508B-6946-480A-8FD9-8A75CDAECD6F},,0,,,0,,,,1,015342,1610530455950,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-015342,No Decision,lacocad,wfdss,,,,,,{4CF42E17-CCC4-40E1-87D0-613194702B33},2021/01/13 09:34:15,2021/01/13 09:34:03
-118.36778,33.92394,200022,,DEFAULT,,,,1610536198817,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 11:04:02,,,,,,,,,OSCC,,,,,,LAC-015375,,WF,FI,33.92394,-118.36778,,,{3DA4ADDC-B05A-49A3-BEDB-1235252B4A1A},,0,,,0,,,,1,015375,1610536212420,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-015375,No Decision,lacocad,wfdss,,,,,,{ABF1532C-D570-48AE-A8E3-33EFA8C78DBE},2021/01/13 11:10:12,2021/01/13 11:09:58
-118.15729,34.71866,200023,,DEFAULT,,,,1610537758393,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 11:29:58,,,,,,,,,OSCC,,,,,,LAC-015390,,WF,FI,34.71866,-118.15729,,,{EADCAD93-1C17-4F69-98E9-B00E3BF6AB7B},,0,,,0,,,,1,015390,1610537784157,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-015390,No Decision,lacocad,wfdss,,,,,,{7D766400-7643-44ED-A02C-1265F69B6E87},2021/01/13 11:36:24,2021/01/13 11:35:58
-118.14797,34.69445,200024,,DEFAULT,,,,1610542081853,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 12:41:57,,,,,,,,,OSCC,,,,,,LAC-015429,,WF,FI,34.69445,-118.14797,,,{D2F0B2C0-30B1-443C-B06B-F7C060812377},,0,,,0,,,,1,015429,1610542121050,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-015429,No Decision,lacocad,wfdss,,,,,,{5A9E8AD3-EE78-426F-BD25-84A8C607D8AA},2021/01/13 12:48:41,2021/01/13 12:48:01
-81.6969444,33.3655556,200030,,DEFAULT,,,,1610550088360,,,SCSRC,,,,,,,,,,,,,2021/01/13 11:48:59,,,,,,,,,SACC,,,,,,SC-SRF-210005,,RX,FI,,,,,{802D58B9-CE23-4831-9C94-2CC0E0801616},,0,,,0,,,,1,000001,1610551506713,,,,Aiken,SCSCC,45003,FS,SCSRF,,,,,,,,,,SA35,FS,SCSRF,US-SC,,,,,,2021-SCSRF-000001,No Decision,IROC,IROC,,,,,,{D06A3621-BE98-4B37-9F3E-9B1B5DA68532},2021/01/13 15:25:06,2021/01/13 15:01:28
-81.6969444,33.3655556,200032,,DEFAULT,,,,1610550646903,,,SCSRC,,,,,,,,,,,,,2021/01/13 15:06:00,,,,,,,,,SACC,,,,,,SC-SRF-000002,,RX,FI,,,,,{A9F5FA9B-5075-44FE-B534-4EEEB7AD96C7},,0,,,0,,,,1,000002,1610550646903,,,,Aiken,SCSCC,45003,FS,SCSRF,,,,,,,,,,SA35,FS,SCSRF,US-SC,,,,,,2021-SCSRF-000002,No Decision,IROC,IROC,,,,,,{3C002A4B-61B8-4B0E-BAA7-83FDE76F93FC},2021/01/13 15:10:46,2021/01/13 15:10:46
-110.3825,35.836666667,200033,,DEFAULT,,,,1610551366623,,,AZFDC,,,,,,,,,,,NS4T,,2021/01/12 20:19:59,,,,,,,,,SWCC,,,,,,COYOTE SPRING,,WF,FI,,,,,{98F26097-20B7-452A-961C-061944348AB1},,0,1,0,0,0,0,,1,000001,1610551440443,,,,Navajo,AZFDC,04017,BIA,AZHOA,,BIA,Federal,,,,,,,SW04,BIA,AZHOA,US-AZ,,,,,,2021-AZHOA-000001,No Decision,firecode,wfdss,,,,,,{897743B4-4C51-4C5D-861B-7C17E96DD420},2021/01/13 15:24:00,2021/01/13 15:22:46
-118.1302,34.675,200034,,DEFAULT,,,,1610554123163,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 16:00:58,,,,,,,,,OSCC,,,,,,LAC-015539,,WF,FI,34.675,-118.1302,,,{891163DC-87F8-4239-9FFE-A0C1256658E5},,0,,,0,,,,1,015539,1610554160197,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-015539,No Decision,lacocad,wfdss,,,,,,{1C333CEE-E5F5-4453-8D20-6F74EEDB42FE},2021/01/13 16:09:20,2021/01/13 16:08:43
-117.188292,33.962361,200040,,DEFAULT,,,,1610560761160,,0.1,CARRCC,,,,,,,,Unknown,,,,,2021/01/13 17:59:09,,,,,,,,,OSCC,,,,,,RECHE CANYON RD / SMILEY,,WF,FI,33.962361,-117.188292,,,{A1FCC70B-8CDF-4F99-9A24-EC95ADEE6FD8},,0,,,0,,,,1,006807,1610560761160,,,,Riverside,CARRCC,06065,,,,,,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-006807,No Decision,cfcad,cfcad,,,,,,{7968BAAE-278E-4C96-A080-12E226C1C494},2021/01/13 17:59:21,2021/01/13 17:59:21
-121.4727,43.64556,200042,,DEFAULT,,,,1610561066930,0.1,0.1,ORCOC,,,,,,,,Human,,,NS4X,,2021/01/13 16:11:00,,,,,,,PD,,NWCC,,,,,,0016 NE,,WF,FI,43.64567,-121.473,,,{0A136FD6-82F6-4095-8B66-8781F6FC26BB},,0,1,1,0,1,0,,1,000016,1610561441250,,,,Deschutes,ORCOC,41017,BLM,ORPRD,,BLM,Federal,,,,,,,NW07,BLM,ORPRD,US-OR,,,,,,2021-ORPRD-000016,No Decision,wildcad,firecode,,,,,,{5ED163EE-E848-4FBD-91CF-1A726DA9D006},2021/01/13 18:10:41,2021/01/13 18:04:26
-118.13039,34.68943,200043,,DEFAULT,,,,1610561216973,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 17:58:28,,,,,,,,,OSCC,,,,,,LAC-015632,,WF,FI,34.68943,-118.13039,,,{6F3E431E-B00E-49BF-A554-343F37713425},,0,,,0,,,,1,015632,1610561303770,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-015632,No Decision,lacocad,wfdss,,,,,,{28A1D40B-D4E8-4838-92F7-EA1FC8754C84},2021/01/13 18:08:23,2021/01/13 18:06:56
-108.4341,33.66316,200045,,DEFAULT,,,,1610561556543,0.1,1,NMSDC,,,,,,,,Unknown,,,,,2021/01/13 17:59:58,,,,,,,,,SWCC,,,,,,Collins Park RX-D6,,RX,FI,33.66316,-108.4341,3000,,{69729829-5FDF-4F75-AB9A-7FAFC332555B},,0,1,0,0,0,0,,1,000021,1610576287200,,,,Catron,NMSDC,35003,FS,NMGNF,,,,,,,,,,SW08,FS,NMGNF,US-NM,,,,,,2021-NMGNF-000021,No Decision,wildcad,wildcad,,,,,,{A43D6C72-6CAB-4184-A1D5-D90C295867C4},2021/01/13 22:18:07,2021/01/13 18:12:36
-116.733129,33.493431,200046,,DEFAULT,,,,1610562243160,,0.1,CARRCC,,,,,,,,Unknown,,,,,2021/01/13 17:53:16,,,,,,,,,OSCC,,,,,,BRADFORD,,WF,FI,33.493431,-116.733129,,,{7150A7A2-E315-44FF-A822-214527174CC5},,0,0,0,0,0,0,,1,006804,1610562243160,,,,Riverside,CARRCC,06065,,,,,,,,,,,,SC11,CDF,CARRU,US-CA,,,,,,2021-CARRU-006804,No Decision,cfcad,cfcad,,,,,,{A75784F4-72A2-492D-9E02-57FEDCC8CA3D},2021/01/13 18:24:03,2021/01/13 18:24:03
-116.733129,33.493431,200047,,DEFAULT,,,,1610562241813,,0.1,CARRCC,,,,,,,,Unknown,,,,,2021/01/13 17:53:16,,,,,,,,,OSCC,,,,,,BRADFORD,,WF,FI,33.493431,-116.733129,,,{4E266EBE-CDF8-461C-A81B-025257D2D0A8},,0,0,0,0,0,0,,1,006804,1610562267910,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC11,CDF,CARRU,US-CA,,,,,,2021-CARRU-006804,No Decision,cfcad,wfdss,,,,,,{64F0E7C6-D869-40D0-B30B-07828910A9F0},2021/01/13 18:24:27,2021/01/13 18:24:01
-118.16479,34.037,200055,,DEFAULT,,,,1610571865523,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 20:53:35,,,,,,,,,OSCC,,,,,,LAC-015830,,WF,FI,34.037,-118.16479,,,{BC961197-536E-44AB-8EB3-80D17DFBAD45},,0,,,0,,,,1,015830,1610571908150,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-015830,No Decision,lacocad,wfdss,,,,,,{C16E12C2-9AA4-440D-B528-B7A9D808130A},2021/01/13 21:05:08,2021/01/13 21:04:25
-118.06412,34.70945,200057,,DEFAULT,,,,1610572477580,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 21:08:00,,,,,,,,,OSCC,,,,,,LAC-015847,,WF,FI,34.70945,-118.06412,,,{FACE0087-694A-48EB-B20C-AEA228CEE913},,0,,,0,,,,1,015847,1610572550303,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-015847,No Decision,lacocad,wfdss,,,,,,{D750A4B8-CA28-47DE-B640-5392C71D4650},2021/01/13 21:15:50,2021/01/13 21:14:37
-116.527763,32.594381,200058,,DEFAULT,,,,1610572493703,,0.1,CAMVIC,,,,,,,,Unknown,,,NS5B,,2021/01/13 21:13:14,,,,,,,PN,1522,OSCC,,,,,,BORDER 3,,WF,FI,32.594381,-116.527763,,,{B36106D6-22FD-4AB4-9603-C045EC5FAD62},,0,1,1,0,1,0,,1,000960,1610577499500,,,,San Diego,CAMVIC,06073,,,,Private,Private,,,,,,,SC11,CDF,CAMVU,US-CA,,,,,,2021-CAMVU-000960,No Decision,cfcad,cfcad,,,,,,{4BE908C2-05C8-4C31-BDF5-0B1608361D43},2021/01/13 22:38:19,2021/01/13 21:14:53
-120.57142,35.18453,200059,,DEFAULT,,,,1610572798260,,0.1,CASLCC,,,,,,,,Unknown,,,,,2021/01/13 21:19:47,,,,,,,,,OSCC,,,,,,TIFFANY,,WF,FI,35.18453,-120.57142,,,{6B802DEB-5047-4B9B-A82B-DBD453DB0A20},,0,,,0,,,,1,000607,1610572817090,,,,San Luis Obispo,CASLCC,06079,,,,Private,Private,,,,,,,SC07,CDF,CASLU,US-CA,,,,,,2021-CASLU-000607,No Decision,cfcad,cfcad,,,,,,{1C923DD2-8BE8-433F-9238-46DBABADA277},2021/01/13 21:20:17,2021/01/13 21:19:58
-121.725952,36.572288,200060,,DEFAULT,,,,1610573632937,,0.1,CABECC,,,,,,,,Unknown,,,,,2021/01/13 21:13:33,,,,,,,,,OSCC,,,,,,MESA,,WF,FI,36.572288,-121.725952,,,{88A69FB0-B2B7-4915-AE3A-1473AE8911CE},,0,0,0,0,0,0,,1,000227,1610573687300,,,,Monterey,CABECC,06053,,,,Private,Private,,,,,,,SC07,CDF,CABEU,US-CA,,,,,,2021-CABEU-000227,No Decision,cfcad,wfdss,,,,,,{83B14BF4-072B-4DD8-86B9-0B28AB8BE977},2021/01/13 21:34:47,2021/01/13 21:33:52
-110.4363,33.3738,200061,,DEFAULT,,,,1610574166670,5,5,AZPHC,,,,,,,,Human,,,NS5C,,2021/01/13 20:34:00,,,,,,,PA,1522,SWCC,,,,,,Lake,,WF,FI,33.36674,-110.4471,5,,{7D05B017-457A-4539-8495-7EAA0BA09C21},,0,1,0,0,0,1,,1,000083,1610574259540,,,,Graham,AZPHC,04009,BIA,AZSCA,,BIA,Federal,,,,,,,SW06N,BIA,AZSCA,US-AZ,,,,,,2021-AZSCA-000083,No Decision,wildcad,wildcad,,,,,,{B77DFB1C-3E0B-4093-BA65-97F02D371B45},2021/01/13 21:44:19,2021/01/13 21:42:46
-118.13983,34.59429,200067,,DEFAULT,,,,1610578701197,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/13 22:50:51,,,,,,,,,OSCC,,,,,,LAC-015965,,WF,FI,34.59429,-118.13983,,,{8F5C9A52-0975-4C37-A3F4-8EA122268521},,0,,,0,,,,1,015965,1610578767027,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-015965,No Decision,lacocad,wfdss,,,,,,{7FA03EDE-7712-492B-8C93-4413E541B022},2021/01/13 22:59:27,2021/01/13 22:58:21
-105.5014,44.95025,200075,,DEFAULT,,,,1610585482900,7,0.2,WYCPC,,,,,,,,Unknown,,,NS5J,,2021/01/14 00:17:00,,,,,,,,,RMCC,,,,,,bowers ute,,WF,FI,44.95025,-105.5014,,,{E30CDE01-B18A-4B9C-ADB7-7564F12400E9},,0,1,0,0,0,0,,1,210009,1610589389493,,,,Campbell,WYCPC,56005,,,,Private,Private,,,,,,,RM05,C&L,WYCMX,US-WY,,,,,,2021-WYCMX-210009,No Decision,wildcad,wildcad,,,,,,{2ACF8602-878A-490F-B3DF-6758E738B005},2021/01/14 01:56:29,2021/01/14 00:51:22
-123.831844,40.250961,200080,,DEFAULT,,,,1610588431033,,0.1,CAFICC,,,,,,,,Unknown,,,,,2021/01/14 01:40:16,,,,,,,,,ONCC,,,,,,HWY 101  / SALMON CREEK R,,WF,FI,40.250961,-123.831844,,,{96C0588A-6936-487A-AF3E-F85A25CE4838},,0,,,0,,,,1,000382,1610588431033,,,,Humboldt,CAFICC,06023,,,,,,,,,,,,NC01,,CAHUU,US-CA,,,,,,2021-CAHUU-000382,No Decision,cfcad,cfcad,,,,,,{685543B0-304F-4553-9501-B96517A8E75C},2021/01/14 01:40:31,2021/01/14 01:40:31
-118.16069,34.67487,200083,,DEFAULT,,,,1610595119680,,0.1,CALACC,,,,,,,,Unknown,,,,,2021/01/14 03:25:32,,,,,,,,,OSCC,,,,,,LAC-016242,,WF,FI,34.67487,-118.16069,,,{25D7A777-BD28-4DE9-BCBE-404C05901CE3},,0,,,0,,,,1,016242,1610595153760,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-016242,No Decision,lacocad,wfdss,,,,,,{08875B3A-ED18-489D-A567-9A546AB27C99},2021/01/14 03:32:33,2021/01/14 03:31:59
-121.259667,36.404311,200084,,DEFAULT,,,,1610598870363,,0.1,CABECC,,,,,,,,Unknown,,,,,2021/01/14 04:34:24,,,,,,,,,OSCC,,,,,,METZ RD / BLUEJAY LN,,WF,FI,36.404311,-121.259667,,,{0C0C9D5C-4738-4A3A-B855-75A4B5AECF8D},,0,,,0,,,,1,000232,1610598870363,,,,Monterey,CABECC,06053,,,,,,,,,,,,SC07,CDF,CABEU,US-CA,,,,,,2021-CABEU-000232,No Decision,cfcad,cfcad,,,,,,{7009E0F9-9E87-41BE-803F-D0C6CB91E19B},2021/01/14 04:34:30,2021/01/14 04:34:30
-121.226113,36.36159,200085,,DEFAULT,,,,1610598870363,,0.1,CABECC,,,,,,,,Unknown,,,,,2021/01/14 04:34:24,,,,,,,,,OSCC,,,,,,BLUEJAY,,WF,FI,36.36159,-121.226113,,,{8A4EC056-B83C-475D-94B0-5C3FA821DC6D},,0,,,0,,,,1,000232,1610599075560,,,,Monterey,CABECC,06053,,,,Private,Private,,,,,,,SC07,CDF,CABEU,US-CA,,,,,,2021-CABEU-000232,No Decision,cfcad,cfcad,,,,,,{AF287B1A-781A-44AF-9EA0-BAA728EC6DBA},2021/01/14 04:37:55,2021/01/14 04:34:30
